ID,Age,InfraredScanResults,VisualConditions,Pad,Loading,HealthIndex
460,15,0.01,Minor Defects,Moderate Defects,30.63,4.1
461,15,0.01,Minor Defects,Moderate Defects,22.42,4.7
462,39,0.44,Significant Defects,Serious Defects,33.21,2.4
463,18,0.01,Moderate Defects,Moderate Defects,41.84,3.9
464,38,0.41,Serious Defects,Serious Defects,20.19,1.9
465,46,1,Serious Defects,Serious Defects,41.5,0.3
466,40,0.52,Serious Defects,Serious Defects,28.7,1.7
467,45,0.9,Serious Defects,Serious Defects,36.74,0.8
468,15,0.01,Minor Defects,Moderate Defects,31.65,4.6
469,39,0.48,Serious Defects,Serious Defects,39.98,1.2
470,46,0.95,Serious Defects,Serious Defects,36.28,0.9
471,46,0.92,Serious Defects,Serious Defects,23.56,0.6
472,15,0.01,Minor Defects,Moderate Defects,47.24,4.3
473,44,0.75,Serious Defects,Serious Defects,37.84,1.3
474,36,0.34,Serious Defects,Serious Defects,39.21,2.6
475,15,0.01,Minor Defects,Moderate Defects,41.82,4.1
476,15,0.01,Minor Defects,Moderate Defects,24.03,4.8
477,15,0.01,Minor Defects,Moderate Defects,20.4,4.1
478,27,0.08,Significant Defects,Significant Defects,32.13,3.1
479,35,0.28,Significant Defects,Serious Defects,38.94,2.7
480,15,0.01,Minor Defects,Moderate Defects,23.82,4.7
481,43,0.72,Serious Defects,Serious Defects,38,2
482,44,0.8,Serious Defects,Serious Defects,39.85,1.3
483,45,0.88,Serious Defects,Serious Defects,23.55,0.2
484,38,0.42,Serious Defects,Serious Defects,27.45,1.8
485,33,0.21,Significant Defects,Serious Defects,42.92,2.4
486,42,0.67,Serious Defects,Serious Defects,41.9,1.7
487,46,0.99,Serious Defects,Serious Defects,22.7,0.7
488,31,0.16,Significant Defects,Significant Defects,40.4,2.3
489,33,0.22,Significant Defects,Serious Defects,45.75,2.2
490,15,0.01,Minor Defects,Moderate Defects,52.39,4.5
491,39,0.44,Serious Defects,Serious Defects,48.36,1.3
492,19,0.02,Moderate Defects,Moderate Defects,22.05,4
493,16,0.01,Minor Defects,Moderate Defects,23.22,4.8
494,41,0.6,Serious Defects,Serious Defects,54.88,1.2
495,46,0.91,Serious Defects,Serious Defects,38.16,0.6
496,46,0.92,Serious Defects,Serious Defects,49.25,0.7
497,36,0.33,Significant Defects,Serious Defects,44.66,2.6
498,19,0.02,Moderate Defects,Moderate Defects,51.26,3.7
499,45,0.9,Serious Defects,Serious Defects,22.5,0.4
500,30,0.14,Significant Defects,Significant Defects,46.94,2.1
501,46,0.95,Serious Defects,Serious Defects,26.87,0.3
502,22,0.03,Moderate Defects,Significant Defects,18.73,3.8
503,46,0.93,Serious Defects,Serious Defects,21.69,0.9
504,19,0.02,Moderate Defects,Moderate Defects,55.14,3.5
505,46,0.96,Serious Defects,Serious Defects,30.57,1
506,44,0.8,Serious Defects,Serious Defects,45.1,1.5
507,15,0.01,Minor Defects,Moderate Defects,29.31,4.7
508,36,0.31,Serious Defects,Serious Defects,51.16,2.7
509,36,0.33,Significant Defects,Serious Defects,38.16,2.9
510,26,0.07,Moderate Defects,Significant Defects,24.69,3.9
511,15,0.01,Minor Defects,Moderate Defects,36.35,4.9
512,45,0.89,Serious Defects,Serious Defects,44.46,0.1
513,37,0.35,Significant Defects,Serious Defects,20.65,2.5
514,46,1,Serious Defects,Serious Defects,45.48,0.6
515,42,0.66,Serious Defects,Serious Defects,43.63,1.1
516,16,0.01,Minor Defects,Moderate Defects,44.66,4.4
517,15,0.01,Minor Defects,Moderate Defects,27.53,4.5
518,39,0.47,Serious Defects,Serious Defects,40.08,1.4
519,46,0.94,Serious Defects,Serious Defects,28.46,0.5
520,22,0.03,Moderate Defects,Moderate Defects,49.43,4
521,21,0.03,Moderate Defects,Moderate Defects,24.63,3.1
522,21,0.03,Moderate Defects,Moderate Defects,22,3.9
523,32,0.19,Significant Defects,Significant Defects,41.15,2.1
524,15,0.01,Minor Defects,Moderate Defects,39.92,4.2
525,16,0.01,Minor Defects,Moderate Defects,45.79,4.7
526,15,0.01,Minor Defects,Moderate Defects,55.63,5
527,31,0.17,Significant Defects,Significant Defects,46.37,2.1
528,32,0.19,Significant Defects,Significant Defects,23.65,2.6
529,42,0.65,Serious Defects,Serious Defects,53.79,1.4
530,15,0.01,Minor Defects,Moderate Defects,48.64,4.8
531,21,0.03,Moderate Defects,Moderate Defects,24.18,3.3
532,34,0.26,Significant Defects,Serious Defects,47.01,2.9
533,35,0.3,Significant Defects,Serious Defects,39.46,3
534,40,0.5,Serious Defects,Serious Defects,28.57,1.1
535,45,0.91,Serious Defects,Serious Defects,50.37,0.9
536,46,0.92,Serious Defects,Serious Defects,27.4,0.8
537,30,0.14,Significant Defects,Significant Defects,41.51,2.3
538,16,0.01,Minor Defects,Moderate Defects,52.53,4.2
539,15,0.01,Minor Defects,Moderate Defects,19.74,4.9
540,46,0.91,Serious Defects,Serious Defects,34.82,0.1
541,15,0.01,Minor Defects,Moderate Defects,32.58,4.7
542,16,0.01,Moderate Defects,Moderate Defects,40.42,3.4
543,45,0.91,Serious Defects,Serious Defects,48.53,0.3
544,37,0.34,Significant Defects,Serious Defects,33.2,2.8
545,29,0.12,Significant Defects,Significant Defects,41.46,3.6
546,37,0.37,Significant Defects,Serious Defects,46.31,2.4
547,46,0.95,Serious Defects,Serious Defects,25.33,0.6
548,30,0.13,Significant Defects,Significant Defects,31.41,2.9
549,18,0.01,Moderate Defects,Moderate Defects,54.68,3.1
550,30,0.14,Significant Defects,Significant Defects,18.65,2.7
551,40,0.54,Serious Defects,Serious Defects,33.39,1.2
552,46,0.91,Serious Defects,Serious Defects,23.82,0.1
553,45,0.86,Serious Defects,Serious Defects,38.18,1.3
554,24,0.05,Moderate Defects,Significant Defects,37.62,3.3
555,16,0.01,Minor Defects,Moderate Defects,41.41,4.9
556,22,0.04,Moderate Defects,Moderate Defects,34.37,3.9
557,32,0.2,Significant Defects,Serious Defects,42.16,2.2
558,15,0.01,Minor Defects,Moderate Defects,50.5,4.8
559,41,0.56,Serious Defects,Serious Defects,29.28,1.6
560,46,0.93,Serious Defects,Serious Defects,55.27,0.3
561,43,0.75,Serious Defects,Serious Defects,39.39,1.5
562,29,0.12,Significant Defects,Significant Defects,40.98,3.7
563,15,0.01,Minor Defects,Moderate Defects,25.76,4.8
564,15,0.01,Minor Defects,Moderate Defects,53.65,4.6
565,16,0.01,Minor Defects,Moderate Defects,32.85,5
566,16,0.01,Minor Defects,Moderate Defects,43.33,4.2
567,46,0.91,Serious Defects,Serious Defects,38.92,1
568,45,0.89,Serious Defects,Serious Defects,21.87,1
569,44,0.83,Serious Defects,Serious Defects,22.59,1.9
570,41,0.58,Serious Defects,Serious Defects,47.57,1.1
571,15,0.01,Minor Defects,Moderate Defects,43.97,4.6
572,15,0.01,Minor Defects,Moderate Defects,49.73,4.4
573,17,0.01,Moderate Defects,Moderate Defects,47.92,3.5
574,36,0.32,Significant Defects,Serious Defects,49.32,2.8
575,34,0.24,Significant Defects,Serious Defects,28.57,3
576,46,1,Serious Defects,Serious Defects,41.1,0.1
577,16,0.01,Minor Defects,Moderate Defects,44.05,4.6
578,16,0.01,Minor Defects,Moderate Defects,50.58,4.9
579,37,0.35,Significant Defects,Serious Defects,27.69,2.5
580,45,0.91,Serious Defects,Serious Defects,24.49,0.6
581,42,0.61,Serious Defects,Serious Defects,54.76,2
582,37,0.36,Serious Defects,Serious Defects,33.2,2.1
583,46,0.99,Serious Defects,Serious Defects,40.62,0.1
584,15,0.01,Minor Defects,Moderate Defects,32.31,4.1
585,15,0.01,Minor Defects,Moderate Defects,51.1,4.2
586,34,0.23,Significant Defects,Serious Defects,31.33,2.6
587,15,0.01,Minor Defects,Moderate Defects,45.64,4.5
588,46,0.92,Serious Defects,Serious Defects,20.24,0.2
589,34,0.25,Significant Defects,Serious Defects,55.84,2.8
590,19,0.02,Moderate Defects,Moderate Defects,23.18,3.1
591,35,0.27,Significant Defects,Serious Defects,44.73,2.2
592,31,0.16,Significant Defects,Significant Defects,45.29,2.7
593,46,0.97,Serious Defects,Serious Defects,25.64,1
594,15,0.01,Minor Defects,Moderate Defects,37.23,5
595,45,0.91,Serious Defects,Serious Defects,52.44,0.8
596,24,0.05,Moderate Defects,Significant Defects,45.74,3.2
597,43,0.71,Serious Defects,Serious Defects,18.56,1.5
598,46,0.97,Serious Defects,Serious Defects,30.81,0.4
599,15,0.01,Minor Defects,Moderate Defects,32.46,4.6
600,38,0.41,Significant Defects,Serious Defects,51.85,2.2
601,15,0.01,Minor Defects,Moderate Defects,39.26,4.7
602,38,0.41,Serious Defects,Serious Defects,40.35,2
603,41,0.55,Serious Defects,Serious Defects,41.16,1.4
604,24,0.05,Moderate Defects,Significant Defects,29.76,3.1
605,38,0.42,Serious Defects,Serious Defects,36.63,1.7
606,27,0.09,Moderate Defects,Significant Defects,43.37,3.5
607,42,0.63,Serious Defects,Serious Defects,41.09,1.1
608,15,0.01,Minor Defects,Moderate Defects,55.48,4.6
609,15,0.01,Minor Defects,Moderate Defects,54.92,4.1
610,28,0.1,Significant Defects,Significant Defects,40.83,3.2
611,37,0.38,Serious Defects,Serious Defects,47.38,1.7
612,37,0.36,Significant Defects,Serious Defects,39.95,2.4
613,41,0.56,Serious Defects,Serious Defects,45.25,1.5
614,16,0.01,Minor Defects,Moderate Defects,48.32,4.8
615,36,0.33,Significant Defects,Serious Defects,43.98,2.2
616,22,0.03,Moderate Defects,Moderate Defects,42.47,3.2
617,46,0.95,Serious Defects,Serious Defects,31.5,0.6
618,34,0.24,Significant Defects,Serious Defects,51.62,2.3
619,45,0.91,Serious Defects,Serious Defects,55.34,0.6
620,28,0.11,Significant Defects,Significant Defects,23.72,3.3
621,16,0.01,Minor Defects,Moderate Defects,25.42,4.3
622,22,0.03,Moderate Defects,Moderate Defects,37.75,3.8
623,28,0.1,Significant Defects,Significant Defects,28.07,3.7
624,15,0.01,Minor Defects,Moderate Defects,36.77,4.9
625,40,0.54,Serious Defects,Serious Defects,29.54,1.3
626,42,0.63,Serious Defects,Serious Defects,25.79,1.9
627,45,0.91,Serious Defects,Serious Defects,27.52,0.9
628,44,0.77,Serious Defects,Serious Defects,36.18,1.5
629,42,0.67,Serious Defects,Serious Defects,44.07,1.1
630,16,0.01,Minor Defects,Moderate Defects,29.17,4.2
631,21,0.03,Moderate Defects,Moderate Defects,46.22,3.6
632,15,0.01,Minor Defects,Moderate Defects,52.23,4.7
633,35,0.28,Serious Defects,Serious Defects,42.65,2.3
634,46,0.97,Serious Defects,Serious Defects,43.74,0.3
635,46,0.95,Serious Defects,Serious Defects,49.8,0.2
636,22,0.04,Moderate Defects,Significant Defects,41.39,3.9
637,15,0.01,Minor Defects,Moderate Defects,46.73,4.6
638,42,0.63,Serious Defects,Serious Defects,50.79,1.6
639,15,0.01,Minor Defects,Moderate Defects,39.39,4.6
640,34,0.23,Significant Defects,Serious Defects,32.04,2.9
641,15,0.01,Minor Defects,Moderate Defects,29.37,4.6
642,36,0.33,Significant Defects,Serious Defects,49.94,2.7
643,25,0.06,Significant Defects,Significant Defects,50.35,3.6
644,16,0.01,Minor Defects,Moderate Defects,54.95,4.1
645,46,0.95,Serious Defects,Serious Defects,54.75,0.8
646,39,0.47,Serious Defects,Serious Defects,43.88,1.5
647,38,0.39,Serious Defects,Serious Defects,20.98,1.7
648,44,0.75,Serious Defects,Serious Defects,33.37,1.4
649,16,0.01,Minor Defects,Moderate Defects,41.29,4.5
650,46,0.92,Serious Defects,Serious Defects,31.89,0.9
651,29,0.12,Significant Defects,Significant Defects,45.36,3.5
652,46,0.99,Serious Defects,Serious Defects,52.63,0.3
653,36,0.33,Significant Defects,Serious Defects,26.62,2.1
654,29,0.13,Significant Defects,Significant Defects,32.17,2.2
655,18,0.01,Moderate Defects,Moderate Defects,31.21,3.1
656,43,0.72,Serious Defects,Serious Defects,33.3,1.2
657,34,0.25,Significant Defects,Serious Defects,33.51,2.7
658,15,0.01,Minor Defects,Moderate Defects,42.07,4.9
659,43,0.68,Serious Defects,Serious Defects,20.09,1.7
660,46,0.94,Serious Defects,Serious Defects,45.99,0.4
661,15,0.01,Minor Defects,Moderate Defects,37.22,4.8
662,30,0.15,Significant Defects,Significant Defects,43.07,2.1
663,37,0.35,Serious Defects,Serious Defects,42.18,2.1
664,46,0.95,Serious Defects,Serious Defects,45.04,0.5
665,36,0.32,Serious Defects,Serious Defects,44.35,2.7
666,46,0.91,Serious Defects,Serious Defects,46.67,1
667,38,0.39,Serious Defects,Serious Defects,33.32,1.2
668,25,0.06,Moderate Defects,Significant Defects,19.39,3.6
669,15,0.01,Minor Defects,Moderate Defects,41.7,4.2
670,33,0.2,Significant Defects,Serious Defects,51.7,2.6
671,16,0.01,Minor Defects,Moderate Defects,36.28,4.7
672,41,0.57,Serious Defects,Serious Defects,54.86,1.4
673,45,0.89,Serious Defects,Serious Defects,55.88,0.5
674,15,0.01,Minor Defects,Moderate Defects,22.96,4.1
675,16,0.01,Minor Defects,Moderate Defects,30.65,4.9
676,15,0.01,Minor Defects,Moderate Defects,19.83,4.5
677,46,0.98,Serious Defects,Serious Defects,45.98,0.9
678,15,0.01,Minor Defects,Moderate Defects,29.82,4.7
679,37,0.36,Serious Defects,Serious Defects,47.08,2.5
680,15,0.01,Minor Defects,Moderate Defects,20.48,4.1
681,15,0.01,Minor Defects,Moderate Defects,45.3,4.4
682,46,0.94,Serious Defects,Serious Defects,32.79,0.2
683,15,0.01,Minor Defects,Moderate Defects,25.84,4.5
684,15,0.01,Minor Defects,Moderate Defects,55.78,4.8
685,15,0.01,Minor Defects,Moderate Defects,42.01,4.9
686,42,0.66,Serious Defects,Serious Defects,21.9,1.1
687,16,0.01,Minor Defects,Moderate Defects,55.11,5
688,46,0.98,Serious Defects,Serious Defects,43.38,0.4
689,35,0.28,Significant Defects,Serious Defects,27.45,2.8
690,27,0.08,Moderate Defects,Significant Defects,51.7,3.2
691,26,0.07,Moderate Defects,Significant Defects,43.35,3.1
692,15,0.01,Minor Defects,Moderate Defects,49.58,4.9
693,46,0.98,Serious Defects,Serious Defects,22.88,0.5
694,22,0.03,Moderate Defects,Significant Defects,26.96,3.5
695,45,0.87,Serious Defects,Serious Defects,32.13,1.7
696,15,0.01,Minor Defects,Moderate Defects,28.58,4.1
697,15,0.01,Minor Defects,Moderate Defects,37.28,4.5
698,33,0.23,Significant Defects,Serious Defects,38.77,2.1
699,46,0.95,Serious Defects,Serious Defects,25.83,0.6
700,32,0.19,Significant Defects,Serious Defects,20.67,2.2
701,15,0.01,Minor Defects,Moderate Defects,26.24,4.7
702,45,0.91,Serious Defects,Serious Defects,19.96,0.9
703,45,0.9,Serious Defects,Serious Defects,48.48,0.3
704,43,0.74,Serious Defects,Serious Defects,22.2,1.6
705,39,0.44,Serious Defects,Serious Defects,54.19,1.4
706,38,0.39,Serious Defects,Serious Defects,19.96,1.1
707,37,0.35,Serious Defects,Serious Defects,35.14,2.4
708,39,0.47,Serious Defects,Serious Defects,47.67,1.2
709,46,0.96,Serious Defects,Serious Defects,47.75,0.8
710,30,0.14,Significant Defects,Significant Defects,24.18,2.6
711,42,0.64,Serious Defects,Serious Defects,50.3,2
712,32,0.18,Significant Defects,Serious Defects,47.71,2.8
713,32,0.2,Significant Defects,Serious Defects,32.63,2.2
714,15,0.01,Minor Defects,Moderate Defects,47.66,4.4
715,45,0.89,Serious Defects,Serious Defects,40.92,0.7
716,46,1,Serious Defects,Serious Defects,53.76,0.7
717,35,0.27,Significant Defects,Serious Defects,30.44,2.4
718,27,0.09,Significant Defects,Significant Defects,19.22,3.1
719,16,0.01,Minor Defects,Moderate Defects,28.09,4.2
720,26,0.07,Moderate Defects,Significant Defects,23.54,3.6
721,45,0.91,Serious Defects,Serious Defects,33.25,0.7
722,16,0.01,Minor Defects,Moderate Defects,27.64,4.6
723,15,0.01,Minor Defects,Moderate Defects,19.35,5
724,30,0.14,Significant Defects,Significant Defects,26.71,3
725,39,0.46,Serious Defects,Serious Defects,46.51,1.8
726,45,0.91,Serious Defects,Serious Defects,47.48,1
727,40,0.49,Serious Defects,Serious Defects,38.3,1.2
728,45,0.89,Serious Defects,Serious Defects,44.12,0.2
729,16,0.01,Minor Defects,Moderate Defects,40.51,4.2
730,45,0.91,Serious Defects,Serious Defects,49.69,0.2
731,45,0.9,Serious Defects,Serious Defects,42.51,0.2
732,39,0.45,Serious Defects,Serious Defects,25.57,1.4
733,40,0.53,Serious Defects,Serious Defects,41.93,1.9
734,16,0.01,Minor Defects,Moderate Defects,50.93,4.6
735,43,0.71,Serious Defects,Serious Defects,54.1,1.8
736,15,0.01,Minor Defects,Moderate Defects,22.15,4.9
737,16,0.01,Minor Defects,Moderate Defects,27.3,4.1
738,42,0.67,Serious Defects,Serious Defects,47.05,1.1
739,36,0.33,Serious Defects,Serious Defects,33.92,2.4
740,22,0.04,Moderate Defects,Moderate Defects,42.82,3.8
741,16,0.01,Minor Defects,Moderate Defects,46.76,4.7
742,15,0.01,Minor Defects,Moderate Defects,38.81,4.3
743,15,0.01,Minor Defects,Moderate Defects,45.45,4.6
744,45,0.9,Serious Defects,Serious Defects,47.21,0.4
745,46,0.95,Serious Defects,Serious Defects,52.33,0.4
746,39,0.47,Serious Defects,Serious Defects,37.15,2
747,45,0.91,Serious Defects,Serious Defects,31.2,0.6
748,33,0.22,Significant Defects,Serious Defects,50.62,2.8
749,38,0.41,Serious Defects,Serious Defects,27.84,2
750,40,0.52,Serious Defects,Serious Defects,38.89,1.7
751,33,0.21,Significant Defects,Serious Defects,52.4,2.7
752,19,0.02,Moderate Defects,Moderate Defects,28.16,3.2
753,46,0.97,Serious Defects,Serious Defects,34.88,0.7
754,44,0.75,Serious Defects,Serious Defects,20.42,1.1
755,40,0.49,Serious Defects,Serious Defects,32.3,1.6
756,32,0.2,Significant Defects,Significant Defects,42.63,3
757,15,0.01,Minor Defects,Moderate Defects,54.22,4.5
758,15,0.01,Minor Defects,Moderate Defects,45.98,5
759,22,0.04,Moderate Defects,Moderate Defects,20.03,3.5
760,46,0.97,Serious Defects,Serious Defects,35.08,0.4
761,45,0.88,Serious Defects,Serious Defects,41.32,0.5
762,45,0.89,Serious Defects,Serious Defects,40.35,0.5
763,15,0.01,Minor Defects,Moderate Defects,43.04,4.1
764,33,0.22,Significant Defects,Serious Defects,45.76,3
765,28,0.1,Significant Defects,Significant Defects,44.83,3.3
766,17,0.01,Moderate Defects,Moderate Defects,31.08,3.3
767,30,0.14,Significant Defects,Significant Defects,30.19,2.8
768,46,0.93,Serious Defects,Serious Defects,47.97,0.8
769,46,0.97,Serious Defects,Serious Defects,39.9,0.8
770,15,0.01,Minor Defects,Moderate Defects,48.59,4.8
771,45,0.88,Serious Defects,Serious Defects,45.78,0.3
772,45,0.91,Serious Defects,Serious Defects,19.1,0.1
773,25,0.06,Moderate Defects,Significant Defects,39.46,3.8
774,34,0.24,Significant Defects,Serious Defects,31.57,2.2
775,33,0.22,Significant Defects,Serious Defects,31.9,2.8
776,45,0.86,Serious Defects,Serious Defects,51.57,1.5
777,22,0.04,Moderate Defects,Significant Defects,27.24,4
778,29,0.12,Significant Defects,Significant Defects,34.37,3.1
779,40,0.5,Serious Defects,Serious Defects,54.23,1.7
780,46,0.95,Serious Defects,Serious Defects,52.34,0.3
781,39,0.44,Serious Defects,Serious Defects,30.5,1.9
782,15,0.01,Minor Defects,Moderate Defects,43.61,4.3
783,29,0.12,Significant Defects,Significant Defects,37.92,3.5
784,41,0.57,Serious Defects,Serious Defects,21.24,1.6
785,33,0.21,Significant Defects,Serious Defects,28.79,2.4
786,19,0.02,Moderate Defects,Moderate Defects,43.01,3.7
787,45,0.87,Serious Defects,Serious Defects,20.01,1.5
788,44,0.8,Serious Defects,Serious Defects,44.31,1.4
789,43,0.73,Serious Defects,Serious Defects,47.59,1.2
790,43,0.68,Serious Defects,Serious Defects,38.1,1.7
791,35,0.27,Significant Defects,Serious Defects,37.14,3
792,44,0.77,Serious Defects,Serious Defects,22.85,1.3
793,37,0.37,Serious Defects,Serious Defects,48.75,2.7
794,15,0.01,Minor Defects,Moderate Defects,45.81,4.4
795,35,0.29,Significant Defects,Serious Defects,35.03,3
796,15,0.01,Minor Defects,Moderate Defects,47.8,4.9
797,16,0.01,Minor Defects,Moderate Defects,40.76,4.7
798,36,0.31,Significant Defects,Serious Defects,35.62,2.4
799,27,0.09,Significant Defects,Significant Defects,28.35,3.2
800,38,0.39,Serious Defects,Serious Defects,19.72,1.5
801,15,0.01,Minor Defects,Moderate Defects,45.87,4.8
802,40,0.49,Serious Defects,Serious Defects,46.19,1.8
803,38,0.4,Serious Defects,Serious Defects,50.79,1.1
804,15,0.01,Minor Defects,Moderate Defects,40.37,4.7
